date,offset,size
2020-05-26,35003446205,6174951
2020-05-27,35009621156,6703672
2020-05-28,35016324828,6727806
2020-05-29,35023052634,5395983
2020-05-30,35028448617,5954788
2020-05-31,35034403405,5797192
2020-06-01,35040200597,4736826
2020-06-02,35044937423,5081093
2020-06-03,35050018516,4487612
2020-06-04,35054506128,3763137
2020-06-05,35058269265,4590592
2020-06-06,35062859857,4570347
2020-06-07,35067430204,5824956
2020-06-08,35073255160,4568689
2020-06-09,35077823849,5009201
2020-06-10,35082833050,5416267
2020-06-11,35088249317,5305768
2020-06-12,35093555085,4800759
2020-06-13,35098355844,5092678
2020-06-14,35103448522,5358511
2020-06-15,35108807033,5219110
2020-06-16,35114026143,4673332
2020-06-17,35118699475,5490423
2020-06-18,35124189898,4766744
2020-06-19,35128956642,4497426
2020-06-20,35133454068,5212292
2020-06-21,35138666360,5146703
2020-06-22,35143813063,5659066
2020-06-23,35149472129,6141861
2020-06-24,35155613990,6562760
2020-06-25,35162176750,7858931
2020-06-26,35170035681,6750666
2020-06-27,35176786347,6821871
2020-06-28,35183608218,7197983
2020-06-29,35190806201,7797916
2020-06-30,35198604117,6382995
2020-07-01,35204987112,7329443
2020-07-02,35212316555,6128354
2020-07-03,35218444909,5592670
2020-07-04,35224037579,5737660
2020-07-05,35229775239,5829442
2020-07-06,35235604681,6003298
2020-07-07,35241607979,5127249
2020-07-08,35246735228,5787586
2020-07-09,35252522814,5860291
2020-07-10,35258383105,5884172
2020-07-11,35264267277,5259795
2020-07-12,35269527072,3969435
2020-07-13,35273496507,3762562
2020-07-14,35277259069,4103428
2020-07-15,35281362497,4140535
2020-07-16,35285503032,4118688
2020-07-17,35289621720,4628544
2020-07-18,35294250264,5267859
2020-07-19,35299518123,5639298
2020-07-20,35305157421,5074252
2020-07-21,35310231673,5386823
2020-07-22,35315618496,5416785
2020-07-23,35321035281,5673377
2020-07-24,35326708658,4186584
2020-07-25,35330895242,3679065
2020-07-26,35334574307,3260291
2020-07-27,35337834598,4076657
2020-07-28,35341911255,4027745
2020-07-29,35345939000,3807157
2020-07-30,35349746157,3903159
2020-07-31,35353649316,3428214
2020-08-01,35357077530,4935727
2020-08-02,35362013257,4996233
2020-08-03,35367009490,5053976
2020-08-04,35372063466,5074198
2020-08-05,35377137664,4490177
2020-08-06,35381627841,4517666
2020-08-07,35386145507,4349431
2020-08-08,35390494938,4370445
2020-08-09,35394865383,4306233
2020-08-10,35399171616,4193771
2020-08-11,35403365387,4116557
2020-08-12,35407481944,3316779
2020-08-13,35410798723,4544256
2020-08-14,35415342979,3516794
2020-08-15,35418859773,3838742
2020-08-16,35422698515,3704626
2020-08-17,35426403141,3518261
2020-08-18,35429921402,4070094
2020-08-19,35433991496,3213756
2020-08-20,35437205252,3816324
2020-08-21,35441021576,3438011
2020-08-22,35444459587,3822790
2020-08-23,35448282377,4086327
2020-08-24,35452368704,4034262
2020-08-25,35456402966,4876040
2020-08-26,35461279006,4662879
2020-08-27,35465941885,4194271
2020-08-28,35470136156,5024304
2020-08-29,35475160460,4915013
2020-08-30,35480075473,5456895
2020-08-31,35485532368,5094437
2020-09-01,35490626805,5089284
2020-09-02,35495716089,4891111
2020-09-03,35500607200,5638553
2020-09-04,35506245753,5507494
2020-09-05,35511753247,5015527
2020-09-06,35516768774,5654620
2020-09-07,35522423394,5236106
2020-09-08,35527659500,5500904
2020-09-09,35533160404,5525385
2020-09-10,35538685789,5490433
2020-09-11,35544176222,5598881
2020-09-12,35549775103,5689503
2020-09-13,35555464606,5205670
2020-09-14,35560670276,6978250
2020-09-15,35567648526,7066665
2020-09-16,35574715191,6258809
2020-09-17,35580974000,6751035
2020-09-18,35587725035,6318939
2020-09-19,35594043974,5907464
2020-09-20,35599951438,6550680
2020-09-21,35606502118,6393586
2020-09-22,35612895704,6562265
2020-09-23,35619457969,6452339
2020-09-24,35625910308,5122991
2020-09-25,35631033299,4813006
2020-09-26,35635846305,5090784
2020-09-27,35640937089,5328070
2020-09-28,35646265159,5000986
2020-09-29,35651266145,4720117
2020-09-30,35655986262,5172984
2020-10-01,35661159246,5443907
2020-10-02,35666603153,5344160
2020-10-03,35671947313,5097178
2020-10-04,35677044491,4970798
2020-10-05,35682015289,5418795
2020-10-06,35687434084,5421374
2020-10-07,35692855458,5274072
2020-10-08,35698129530,5526141
2020-10-09,35703655671,5633673
2020-10-10,35709289344,5505035
2020-10-11,35714794379,3815160
2020-10-12,35718609539,3522678
2020-10-13,35722132217,4215688
2020-10-14,35726347905,3940024
2020-10-15,35730287929,4412771
2020-10-16,35734700700,4139525
2020-10-17,35738840225,3943556
2020-10-18,35742783781,3536036
2020-10-19,35746319817,5164829
2020-10-20,35751484646,3777524
2020-10-21,35755262170,5535018
2020-10-22,35760797188,5234491
2020-10-23,35766031679,5293501
2020-10-24,35771325180,5366290
2020-10-25,35776691470,4689616
2020-10-26,35781381086,4625432
2020-10-27,35786006518,4596027
2020-10-28,35790602545,4725180
2020-10-29,35795327725,4902252
2020-10-30,35800229977,4507648
2020-10-31,35804737625,4815519
2020-11-01,35809553144,5138687
2020-11-02,35814691831,5131673
2020-11-03,35819823504,4872202
2020-11-04,35824695706,4909991
2020-11-05,35829605697,4883761
2020-11-06,35834489458,5229631
2020-11-07,35839719089,4760730
2020-11-08,35844479819,4965088
2020-11-09,35849444907,4823391
2020-11-10,35854268298,4925163
2020-11-11,35859193461,4432845
2020-11-12,35863626306,4469058
2020-11-13,35868095364,4465855
2020-11-14,35872561219,4380911
2020-11-15,35876942130,4089296
2020-11-16,35881031426,4473429
2020-11-17,35885504855,4377608
2020-11-18,35889882463,3763766
2020-11-19,35893646229,5047687
2020-11-20,35898693916,3543474
2020-11-21,35902237390,3991400
2020-11-22,35906228790,3810068
2020-11-23,35910038858,3996730
2020-11-24,35914035588,3959447
2020-11-25,35917995035,3834432
2020-11-26,35921829467,3665699
2020-11-27,35925495166,3882426
2020-11-28,35929377592,3998731
2020-11-29,35933376323,3968778
2020-11-30,35937345101,3956546
2020-12-01,35941301647,3894612
2020-12-02,35945196259,3495784
2020-12-03,35948692043,3724992
2020-12-04,35952417035,3695308
2020-12-05,35956112343,3593547
2020-12-06,35959705890,3619705
2020-12-07,35963325595,3723255
2020-12-08,35967048850,3699013
2020-12-09,35970747863,3518052
2020-12-10,35974265915,3597565
2020-12-11,35977863480,3723435
2020-12-12,35981586915,3698937
2020-12-13,35985285852,3696579
2020-12-14,35988982431,3571307
2020-12-15,35992553738,3482698
2020-12-16,35996036436,3558787
2020-12-17,35999595223,2956382
2020-12-18,36002551605,3646840
2020-12-19,36006198445,3199073
2020-12-20,36009397518,3541505
2020-12-21,36012939023,3767903
2020-12-22,36016706926,3549792
2020-12-23,36020256718,3639488
2020-12-24,36023896206,3826396
2020-12-25,36027722602,3627225
2020-12-26,36031349827,3418119
2020-12-27,36034767946,3607403
2020-12-28,36038375349,3557468
2020-12-29,36041932817,3618510
2020-12-30,36045551327,3413627
2020-12-31,36048964954,3645415
2021-01-01,36052610369,3533020
2021-01-02,36056143389,3187400
2021-01-03,36059330789,3620794
2021-01-04,36062951583,3616632
2021-01-05,36066568215,3621152
2021-01-06,36070189367,3647831
2021-01-07,36073837198,3407989
2021-01-08,36077245187,3560856
2021-01-09,36080806043,3569104
2021-01-10,36084375147,3596691
2021-01-11,36087971838,4171031
2021-01-12,36092142869,3768405
2021-01-13,36095911274,3707571
2021-01-14,36099618845,3814751
2021-01-15,36103433596,4012760
2021-01-16,36107446356,3756618
2021-01-17,36111202974,4067509
2021-01-18,36115270483,3827499
2021-01-19,36119097982,3851692
2021-01-20,36122949674,3787862
2021-01-21,36126737536,3860975
2021-01-22,36130598511,3953551
2021-01-23,36134552062,3967059
2021-01-24,36138519121,3826768
2021-01-25,36142345889,3599627
2021-01-26,36145945516,3680184
2021-01-27,36149625700,3635785
2021-01-28,36153261485,3678539
2021-01-29,36156940024,3632365
2021-01-30,36160572389,3692935
2021-01-31,36164265324,3108170
2021-02-01,36167373494,2415059
2021-02-02,36169788553,2383099
2021-02-03,36172171652,1156939
2021-02-04,36173328591,1686962
2021-02-05,36175015553,1289669
2021-02-06,36176305222,1160518
2021-02-07,36177465740,1199784
2021-02-08,36178665524,1282826
2021-02-09,36179948350,1050874
2021-02-10,36180999224,1182273
2021-02-11,36182181497,1268184
2021-02-12,36183449681,1104257
2021-02-13,36184553938,1068558
2021-02-14,36185622496,1117412
2021-02-15,36186739908,1251449
2021-02-16,36187991357,1001521
2021-02-17,36188992878,797370
2021-02-18,36189790248,872098
2021-02-19,36190662346,899346
2021-02-20,36191561692,1123688
2021-02-21,36192685380,1121737
2021-02-22,36193807117,1011253
2021-02-23,36194818370,956155
2021-02-24,36195774525,941160
2021-02-25,36196715685,899459
2021-02-26,36197615144,976543
2021-02-27,36198591687,926210
2021-02-28,36199517897,1234029
2021-03-01,36200751926,1228039
2021-03-02,36201979965,782219
2021-03-03,36202762184,1058732
2021-03-04,36203820916,1084265
2021-03-05,36204905181,509973
2021-03-06,36205415154,502139
2021-03-07,36205917293,604029
2021-03-08,36206521322,524029
2021-03-09,36207045351,510155
2021-03-10,36207555506,577986
2021-03-11,36208133492,582261
2021-03-12,36208715753,849216
2021-03-13,36209564969,606401
2021-03-14,36210171370,1132753
2021-03-15,36211304123,589675
2021-03-16,36211893798,1049612
2021-03-17,36212943410,1057722
2021-03-18,36214001132,1055392
2021-03-19,36215056524,1058391
2021-03-20,36216114915,1064622
2021-03-21,36217179537,1290094
2021-03-22,36218469631,125665
2021-03-23,36218595296,20
2021-03-24,36218595316,20
2021-03-25,36218595336,20
2021-03-26,36218595356,20
2021-03-27,36218595376,20
2021-03-28,36218595396,20
2021-03-29,36218595416,20
2021-03-30,36218595436,20
2021-03-31,36218595456,20
2021-04-01,36218595476,20
2021-04-02,36218595496,20
2021-04-03,36218595516,20
2021-04-04,36218595536,20
2021-04-05,36218595556,20
2021-04-06,36218595576,20
2021-04-07,36218595596,20
2021-04-08,36218595616,20
2021-04-09,36218595636,20
2021-04-10,36218595656,20
2021-04-11,36218595676,20
2021-04-12,36218595696,20
2021-04-13,36218595716,20
2021-04-14,36218595736,20
2021-04-15,36218595756,20
2021-04-16,36218595776,20
2021-04-17,36218595796,20
2021-04-18,36218595816,20
2021-04-19,36218595836,20
2021-04-20,36218595856,20
2021-04-21,36218595876,20
2021-04-22,36218595896,20
2021-04-23,36218595916,20
2021-04-24,36218595936,20
2021-04-25,36218595956,20
2021-04-26,36218595976,20
2021-04-27,36218595996,20
2021-04-28,36218596016,20
2021-04-29,36218596036,20
2021-04-30,36218596056,20
2021-05-01,36218596076,20
2021-05-02,36218596096,20
2021-05-03,36218596116,20
2021-05-04,36218596136,20
2021-05-05,36218596156,20
2021-05-06,36218596176,20
2021-05-07,36218596196,20
2021-05-08,36218596216,20
2021-05-09,36218596236,20
2021-05-10,36218596256,20
2021-05-11,36218596276,20
2021-05-12,36218596296,20
2021-05-13,36218596316,20
2021-05-14,36218596336,20
2021-05-15,36218596356,20
2021-05-16,36218596376,20
2021-05-17,36218596396,20
2021-05-18,36218596416,20
2021-05-19,36218596436,20
2021-05-20,36218596456,20
2021-05-21,36218596476,20
2021-05-22,36218596496,20
2021-05-23,36218596516,20
2021-05-24,36218596536,20
2021-05-25,36218596556,20
2021-05-26,36218596576,20
2021-05-27,36218596596,20
2021-05-28,36218596616,20
2021-05-29,36218596636,20
2021-05-30,36218596656,20
2021-05-31,36218596676,20
2021-06-01,36218596696,20
2021-06-02,36218596716,20
2021-06-03,36218596736,20
2021-06-04,36218596756,20
2021-06-05,36218596776,20
2021-06-06,36218596796,20
2021-06-07,36218596816,20
2021-06-08,36218596836,20
2021-06-09,36218596856,20
2021-06-10,36218596876,20
2021-06-11,36218596896,20
2021-06-12,36218596916,20
2021-06-13,36218596936,20
2021-06-14,36218596956,20
2021-06-15,36218596976,20
2021-06-16,36218596996,20
2021-06-17,36218597016,20
2021-06-18,36218597036,20
2021-06-19,36218597056,20
2021-06-20,36218597076,20
2021-06-21,36218597096,20
2021-06-22,36218597116,20
2021-06-23,36218597136,20
2021-06-24,36218597156,20
2021-06-25,36218597176,20
2021-06-26,36218597196,20
2021-06-27,36218597216,20
2021-06-28,36218597236,20
2021-06-29,36218597256,20
2021-06-30,36218597276,20
2021-07-01,36218597296,20
2021-07-02,36218597316,20
2021-07-03,36218597336,20
2021-07-04,36218597356,20
2021-07-05,36218597376,20
2021-07-06,36218597396,20
2021-07-07,36218597416,20
2021-07-08,36218597436,20
2021-07-09,36218597456,20
2021-07-10,36218597476,20
2021-07-11,36218597496,20
2021-07-12,36218597516,20
2021-07-13,36218597536,20
2021-07-14,36218597556,20
2021-07-15,36218597576,20
2021-07-16,36218597596,20
2021-07-17,36218597616,20
2021-07-18,36218597636,20
2021-07-19,36218597656,20
2021-07-20,36218597676,20
2021-07-21,36218597696,20
2021-07-22,36218597716,20
2021-07-23,36218597736,20
2021-07-24,36218597756,20
2021-07-25,36218597776,20
2021-07-26,36218597796,20
2021-07-27,36218597816,20
2021-07-28,36218597836,20
2021-07-29,36218597856,20
2021-07-30,36218597876,20
2021-07-31,36218597896,20
2021-08-01,36218597916,20
2021-08-02,36218597936,20
2021-08-03,36218597956,20
2021-08-04,36218597976,20
2021-08-05,36218597996,20
2021-08-06,36218598016,20
2021-08-07,36218598036,20
2021-08-08,36218598056,20
2021-08-09,36218598076,20
2021-08-10,36218598096,20
2021-08-11,36218598116,20
2021-08-12,36218598136,20
2021-08-13,36218598156,20
2021-08-14,36218598176,20
2021-08-15,36218598196,20
2021-08-16,36218598216,20
2021-08-17,36218598236,20
2021-08-18,36218598256,20
2021-08-19,36218598276,20
2021-08-20,36218598296,20
2021-08-21,36218598316,20
2021-08-22,36218598336,20
2021-08-23,36218598356,20
2021-08-24,36218598376,20
2021-08-25,36218598396,20
2021-08-26,36218598416,20
2021-08-27,36218598436,20
2021-08-28,36218598456,20
2021-08-29,36218598476,20
2021-08-30,36218598496,20
2021-08-31,36218598516,20
2021-09-01,36218598536,20
2021-09-02,36218598556,20
2021-09-03,36218598576,20
2021-09-04,36218598596,20
2021-09-05,36218598616,20
2021-09-06,36218598636,20
2021-09-07,36218598656,20
2021-09-08,36218598676,20
2021-09-09,36218598696,20
2021-09-10,36218598716,20
2021-09-11,36218598736,20
2021-09-12,36218598756,20
